PlanetId,PlanetNaturalId,PlanetName,Namer,Nameable,SystemId,Gravity,MagneticField,Mass,OrbitSemiMajorAxis,OrbitEccentricity,OrbitIndex,Pressure,Radius,Sunlight,Surface,Temperature,Fertility,HasLocalMarket,HasChamberOfCommerce,HasWarehouse,HasAdministrationCenter,HasShipyard,FactionCode,FactionName,GoverningEntity,CurrencyName,CurrencyCode,CollectorId,CollectorName,CollectorCode,BaseLocalMarketFee,WarehouseFee,EstablishmentFee,PopulationId,COGCProgramStatus,PlanetTier,EpochTimestampMs
6280c234b38d673b1b87551cfe3cfa3b,AJ-120a,AJ-120a,,True,ccb58f3608aa8d7305d677f3e417e7da,0.4546058475971222,0.0996348187327385,2.4022830195766117E+24,41570661000,0.01933535560965538,0,0.00477634696289897,5996836.5,5170.1416015625,True,95.8556900024414,-1,False,False,False,False,False,,,7a06eae6c5469eb6839e551330f027d8,Austral,ICA,,,,0,0,0,0c7a9b5584c97a21932cc1b55f41c70f,,0,1721754920223
207f6fc63334913b16942518c747d903,AJ-120b,AJ-120b,,True,ccb58f3608aa8d7305d677f3e417e7da,0.3110785484313965,0.6679037809371948,4.652026021297641E+23,59761430000,0.0194166898727417,1,0.038406096398830414,3190168.75,2501.69482421875,True,42.76878356933594,-1,False,True,False,True,False,,,0811d2229cfe6f6b7aeefa90e5999aa8,Austral,ICA,,,,0,0,0,98a1dc8d81b81cf5eb0dc361c974ef4d,ACTIVE,0,1720991115790
20d1b7f556a22ca713721867a0dd86d8,AJ-120c,AJ-120c,,True,ccb58f3608aa8d7305d677f3e417e7da,1.557403564453125,0.4681880474090576,1.35674361510253E+25,107084419000,0.026539647951722145,2,12.487131118774414,7699737.5,779.1547241210938,True,-62.93855667114258,-1,False,False,False,False,False,,,97ee1b146744f850a33f646675362a21,Austral,ICA,,,,0,0,0,ba831332a4d3e0ef7b4a5459c04c80c2,,0,1721754920322
46f856ae0354166bd0c3d8ce327e7ec0,AJ-120d,AJ-120d,,True,ccb58f3608aa8d7305d677f3e417e7da,0.7684974670410156,0.5326893925666809,3.353503645141064E+24,166049183000,0.017962565645575523,3,1.7227267026901245,5449489,324.0431213378906,True,-91.41980743408203,-1,False,False,False,False,False,,,ab6ab514cbb7e43c45ab799cc1389cdf,Austral,ICA,,,,0,0,0,55d93c57893547c0c886768d431b6e63,,0,1721754920302
28de0c7b860344a73db9988b216491df,AJ-120e,AJ-120e,,True,ccb58f3608aa8d7305d677f3e417e7da,1.1412172317504883,0.5969549417495728,1.6651685643289352E+25,322488022000,0.04897978901863098,4,52.366058349609375,9964891,85.91106414794922,True,-118.12837982177734,-1,False,False,False,False,False,,,e1117fde50a165374e47122b20a79053,Austral,ICA,,,,0,0,0,fc7d3f360358e30434e8436caed480e5,,0,1721754920423
4b2ad31505f7b90ecb83cd11c8d00173,AJ-120f,AJ-120f,,True,ccb58f3608aa8d7305d677f3e417e7da,0.8087987899780273,0.40990668535232544,6.858654860424032E+25,548023824000,0.02499721571803093,5,1.0108833312988281,24022978,29.749345779418945,False,-144.7711181640625,-1,False,False,False,False,False,,,ae010924236c1ef4cc49c7ea360be3f9,Austral,ICA,,,,0,0,0,f10f221f3cc73f50c21103bfd74e4396,,0,1721754920416
f689d3df09cd928d810c6602d14438eb,AJ-120g,AJ-120g,,True,ccb58f3608aa8d7305d677f3e417e7da,2.387291669845581,0.740527868270874,1.0119816652688632E+27,1175297838000,0.03162586688995361,6,1.3748188018798828,53710744,6.4681549072265625,False,-191.81622314453125,-1,False,False,False,False,False,,,55279df626da2419ef540d3ec24e705b,Austral,ICA,,,,0,0,0,62989cecbc7bb24d2085b1a348a54a9f,,0,1721754920344
b261f93606cef769d76f81e4d88e7e3b,AJ-120h,AJ-120h,,True,ccb58f3608aa8d7305d677f3e417e7da,2.2899270057678223,0.2275673747062683,1.7445299852738378E+27,1871097090000,0.021336786448955536,7,0.9167591333389282,72003904,2.5520174503326416,False,-183.9515380859375,-1,False,False,False,False,False,,,f8465992d6de7e6114609b757f02047e,Austral,ICA,,,,0,0,0,1babedc52904f95a10d08ba0cf41cc25,,0,1721754920409
d0529b6744ffc831a23b53e15f3f575a,AJ-120i,AJ-120i,,True,ccb58f3608aa8d7305d677f3e417e7da,1.3590227365493774,0.4067586660385132,3.534510534336007E+26,3733019555000,0.020879434421658516,8,1.9240214824676514,42070620,0.6411442756652832,False,-228.211181640625,-1,False,False,False,False,False,,,ec2a62c0033f4b362530e951836a4bf8,Austral,ICA,,,,0,0,0,42ab9904115790160889c894af0e6573,,0,1721754920449
7a0781b2ba1c6235e4f68216b2c925f0,AJ-135a,AJ-135a,,True,c7584851e1eb724f37090a3e806c4f82,0.9508510828018188,0.8056696057319641,1.1083158939308118E+25,24573316000,0.02662055753171444,0,34.01154708862305,8906420,102.05697631835938,True,-109.45377349853516,-1,False,False,False,False,False,,,23899c70475f096f8d91fb1d9509234d,Austral,ICA,,,,0,0,0,2c7726b2b8bbb7a905fc0cb7789fb1a8,,0,1721494995429
6cc485b81ceea57fbca56c12c27a714b,AJ-135b,AJ-135b,,True,c7584851e1eb724f37090a3e806c4f82,1.2614597082138062,0.9443483352661133,7.791416434477714E+24,32700267000,0.006329645868390799,1,42.42890548706055,6483345,57.63252258300781,True,-141.06809997558594,-1,False,False,False,False,False,,,ad769319a06b8daf90043fd1e8f4bcca,Austral,ICA,,,,0,0,0,da967628928626a2f4619c56ec713d78,,0,1721494995402
d2b29c57a6a521b1513755ecff982d79,AJ-135c,AJ-135c,,True,c7584851e1eb724f37090a3e806c4f82,0.5793210864067078,0.3634031116962433,7.484632092552364E+24,78787194000,0.007579675875604153,3,0.6453099846839905,9376768,9.927935600280762,True,-202.25563049316406,-1,False,False,False,False,False,,,9e7d9a16cbfa41c8b45204a18b7d48cf,Austral,ICA,,,,0,0,0,8ae3dc7e49f98cf2be522e42ea7f6dc1,,0,1721494995435
4bf69419d10c254238e740ae2b0d2cdc,AJ-135d,AJ-135d,,True,c7584851e1eb724f37090a3e806c4f82,0.9221755862236023,0.09575701504945755,2.0970323226597276E+25,134440574000,0.0025006260257214308,4,0.6462130546569824,12440086,3.4096477031707764,True,-208.8022918701172,-1,False,False,False,False,False,,,5d654bc38db1ec9c992ce827312a4b99,Austral,ICA,,,,0,0,0,d359b06fa866fa64a460d02827208107,,0,1721494995430
50433bbc4d26362409df99116d6b0cf8,AJ-135e,AJ-135e,,True,c7584851e1eb724f37090a3e806c4f82,1.5003830194473267,0.800895631313324,9.308018980320688E+26,444359181000,0.012357333675026894,6,1.8307548761367798,64976328,0.31210583448410034,False,-220.77023315429688,-1,True,True,False,False,False,,,89e8e60d62d85ba460e10ea1d41ec2f4,Austral,ICA,,,,0,0,0,5939c0fe3974788290c275606dfb6b5e,ON_STRIKE,0,1726630968576
ca8add75b528ab8c39425bf343f0b3a6,AJ-135f,AJ-135f,,True,c7584851e1eb724f37090a3e806c4f82,1.5728155374526978,0.39700379967689514,1.7227228347257087E+27,795336813000,0.0015448599588125944,7,1.5040254592895508,86336896,0.0974244698882103,False,-214.06484985351562,-1,False,False,False,False,False,,,71651ef84a809d9347cd9ae679dbdc9e,Austral,ICA,,,,0,0,0,16c087006a2d333a44779c85a833a128,,0,1721494995412
04ab4a8ba0ca4889ae0bb9efc7e293a8,AJ-135g,AJ-135g,,True,c7584851e1eb724f37090a3e806c4f82,1.0085099935531616,0.037676580250263214,3.074153958167393E+26,1543974534000,0.013554139994084835,8,1.042486548423767,45546008,0.025851750746369362,False,-248.39808654785156,-1,False,False,False,False,False,,,4934d24497aa48819ad6f40138fd5aac,Austral,ICA,,,,0,0,0,eac28f8505245e3e50d052c17ecf5586,,0,1721494995435
d0e03fabf341abdd2c9659b623e827b2,AJ-293a,AJ-293a,,True,a198fce9e3c930b3a12ae81b481a7373,0.423294335603714,0.6087439060211182,2.4369166374598133E+24,86647602000,0.04996785148978233,1,0.3022765517234802,6259314,4161.5048828125,True,45.12930679321289,-1,True,True,True,True,False,,,78f802750433cfb591fdb195efd4784b,Austral,ICA,,,,0,0,0,00e587187c5711bbd81f73c86aa215b2,ACTIVE,0,1738253953714
8d9b742e49e6a0187022dd0b1c002d80,AJ-293b,AJ-293b,,True,a198fce9e3c930b3a12ae81b481a7373,1.3429847955703735,0.22945182025432587,9.887058218510735E+24,158561910000,0.011927586048841476,2,5.101475238800049,7078245.5,1242.698486328125,True,-10.418604850769043,-1,False,False,False,False,False,,,d7b60941e72dae08dd4a62d7ae503203,Austral,ICA,,,,0,0,0,164455d601d6e37c42d2a5d35e64328c,,0,1720885598957
a700acc0ae31244ab9f5451ef2005d92,AJ-293c,AJ-293c,,True,a198fce9e3c930b3a12ae81b481a7373,0.8384385704994202,0.2608044743537903,6.766378136083363E+24,239756947000,0.037656910717487335,3,1.5643585920333862,7410886,543.5269775390625,True,-80.32782745361328,-1,False,False,False,False,False,,,01491a110b07ccd694ee7f69dfcedf92,Austral,ICA,,,,0,0,0,ad3af1b6e8b261a260d57ffd5c828088,,0,1720885598977
cd084abef5413ba0dfb6de576617f85a,AJ-293d,AJ-293d,,True,a198fce9e3c930b3a12ae81b481a7373,0.7228471636772156,0.9964321255683899,9.79257053660068E+24,448143095000,0.033798445016145706,4,30.335845947265625,9601801,155.57151794433594,True,-101.6338882446289,-1,False,False,False,False,False,,,eda93dfda82cbb7fdb78cac83506f89b,Austral,ICA,,,,0,0,0,d4f451daa996ddc2c0a372ce5cce47f4,,0,1720885598987
be2100ceef5ae8fd565fa945855a3290,AJ-293e,AJ-293e,,True,a198fce9e3c930b3a12ae81b481a7373,0.7122858762741089,0.43046557903289795,4.757868625345305E+25,911754900000,0.015237493440508842,5,1.8961368799209595,21320956,37.58436965942383,False,-160.52395629882812,-1,False,False,False,False,False,,,570f419ac25d775fa491d11c4fde6fda,Austral,ICA,,,,0,0,0,f6d916a7c14ed3fcbd5f29ab0175f225,,0,1720885599064
2c946467e21e91ca79085bb0db2f8b4a,AJ-293f,AJ-293f,,True,a198fce9e3c930b3a12ae81b481a7373,2.515148162841797,0.19518661499023438,1.9996736909591337E+27,3123358919000,0.02318202517926693,7,1.9165241718292236,73557232,3.202725410461426,False,-210.39772033691406,-1,False,False,False,False,False,,,de11fecede65f1a571406ac584d08008,Austral,ICA,,,,0,0,0,ec3517ddbeef2cb80faf900202d6b5cc,,0,1720885599004
b2afd0fb73365500987fd16c650b32bb,AJ-293g,AJ-293g,,True,a198fce9e3c930b3a12ae81b481a7373,1.202612280845642,0.7099587917327881,3.39792788973521E+26,5610793687000,0.011324942111968994,8,1.2544926404953003,43850228,0.9924643039703369,False,-206.01744079589844,-1,True,True,True,True,False,,,1fd8d17c92712acb5e3a242b8a6ae417,Austral,ICA,,,,0,0,0,ba68fcadcd0ff7df9ccdafd34b8e07d7,ON_STRIKE,0,1760017444156
fb320446e221fef8683c8730677424a5,AJ-300a,AJ-300a,,True,5ac54d5c69ccf2281a836c3bf68e13d2,1.2865709066390991,0.7774861454963684,8.846293494332794E+24,48140837000,0.01842537522315979,0,26.275856018066406,6840556,12885.3798828125,True,218.63389587402344,-1,False,False,False,False,False,,,f2d92c11cf9d363218122f9b22fd007d,Austral,ICA,,,,0,0,0,9578217437c651659036f5a950a39590,,0,1721754922614
9f05e78b86498d4152384ce34c687020,AJ-300b,AJ-300b,,True,5ac54d5c69ccf2281a836c3bf68e13d2,0.983041524887085,0.2740691602230072,4.182236881249769E+24,71919299000,0.038620736449956894,1,1.6473565101623535,5380789.5,5773.42626953125,True,98.86597442626953,-1,False,False,False,False,False,,,9dabc00ce4c1d28fd00daac3101fbc4a,Austral,ICA,,,,0,0,0,f1bb9525da823ae00e77fdc7c2892a5b,,0,1721754922636
356ab66290c7de923480d4df683e1791,AJ-300c,AJ-300c,,True,5ac54d5c69ccf2281a836c3bf68e13d2,0.2733129858970642,0.4713956415653229,2.9860000436572486E+23,130431974000,0.04863031208515167,2,0.03787354752421379,2726731.5,1755.3203125,True,73.43472290039062,-1,False,False,False,False,False,,,3b7c24302e46b71074b5531dcc174140,Austral,ICA,,,,0,0,0,34b007d8809252cbc84d06fdccb99be0,,0,1721754922734
5954e711e5d8f420d9e8865ba183915e,AJ-300d,AJ-300d,,True,5ac54d5c69ccf2281a836c3bf68e13d2,0.5638238787651062,0.7104606032371521,2.2775095308924165E+24,409802662000,0.02597939223051071,4,2.2208445072174072,5243074,177.81768798828125,True,-98.92643737792969,-1,False,False,False,False,False,,,6935bef8376aefad222706adcf7b3b8b,Austral,ICA,,,,0,0,0,b16858a3304b8a9640268cab637465b1,,0,1721754922778
90c300d1c326f33d8e598fc9c1e240e7,AJ-300e,AJ-300e,,True,5ac54d5c69ccf2281a836c3bf68e13d2,0.8055891990661621,0.8496082425117493,7.846339193822024E+25,690985033000,0.03741064667701721,5,1.1810059547424316,25745680,62.544227600097656,False,-146.11830139160156,-1,False,False,False,False,False,,,f4612588a8332e78c7f7cba2ee62f979,Austral,ICA,,,,0,0,0,81ce83886d852e971a098cf07dab4f6b,,0,1721754922708
1f9f5e517a9a7c27e5896a7ada2240aa,AJ-300f,AJ-300f,,True,5ac54d5c69ccf2281a836c3bf68e13d2,1.870564341545105,0.6390339136123657,9.24899751585221E+26,1351795075000,0.044892508536577225,6,1.749678611755371,58008100,16.341909408569336,False,-163.54983520507812,-1,False,False,False,False,False,,,39e1b6875b491ea93a1711bf8ca1604c,Austral,ICA,,,,0,0,0,37e92df507f83ee6219ec6bc05eb880d,,0,1721754922670
24cdedb84f6a2d7d9cc4a90e0414ad08,AJ-505a,AJ-505a,,True,7216cf2eeef7e36a121b9d6edacc9400,0.2967797517776489,0.6731123924255371,2.9860000436572486E+23,53562525000,0.00909740012139082,2,0.032503630965948105,2616708.75,20.290597915649414,True,-174.2903594970703,-1,False,False,False,False,False,,,012a02894bd92ce6aff7bc417ef9600b,Austral,ICA,,,,0,0,0,583d81b1ac01818ea2e749ea94d196ea,,0,1721754919650
3eac223f0d3b4e1cab430ec4dcfa0883,AJ-505b,AJ-505b,,True,7216cf2eeef7e36a121b9d6edacc9400,0.9887256026268005,0.4288409650325775,9.264536522716011E+24,87142525000,0.025439850986003876,3,10.365239143371582,7985490,7.66578483581543,True,-175.56820678710938,-1,False,False,False,False,False,,,05926633bd8cb6b1526c406960801dcc,Austral,ICA,,,,0,0,0,bcd02f434783e1b94495cead2a5e0b0d,,0,1721754919718
